row_id	field	category	before	after
train-00004-of-00007.parquet#7358	reason_zh[4]	R2同源 残留英文/错译	formwork 的工人未佩戴安全帽。	模板（formwork）上的工人未佩戴安全帽。
train-00004-of-00007.parquet#7398	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7398	reason_zh[1]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7439	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7445	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7449	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7454	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7486	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7515	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7586	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7600	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7687	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7706	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7707	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7719	caption_zh	R3 缩写展开(XCMG)	图中显示一台黄色推土机，其表面带有“XCMG”标志，位于泥地上，旁边有两人站立，均佩戴安全帽，并正在参与讨论。	图中显示一台黄色推土机，其表面带有“徐工集团（XCMG，Xuzhou Construction Machinery Group）”标志，位于泥地上，旁边有两人站立，均佩戴安全帽，并正在参与讨论。
train-00004-of-00007.parquet#7794	reason_zh[0]	R2 硬帽→安全帽	右侧的工人没有戴硬帽。两名工人在夜间作业时均未穿着高能见度背心。	右侧的工人没有戴安全帽。两名工人在夜间作业时均未穿着高能见度背心。
train-00004-of-00007.parquet#7794	reason_zh[1]	R2 硬帽→安全帽	右侧的工人没有戴硬帽。两名工人在夜间作业时均未穿着高能见度背心。	右侧的工人没有戴安全帽。两名工人在夜间作业时均未穿着高能见度背心。
train-00004-of-00007.parquet#7826	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7843	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7851	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7860	reason_zh[0]	R2 硬帽→安全帽	右侧靠近轿车的工人没有戴硬帽。	右侧靠近轿车的工人没有戴安全帽。
train-00004-of-00007.parquet#7865	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00004-of-00007.parquet#7896	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7910	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7919	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7926	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00004-of-00007.parquet#7931	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00005-of-00007.parquet#8021	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00005-of-00007.parquet#8061	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00005-of-00007.parquet#8123	caption_zh	R2 硬帽→安全帽	八名工人头戴橙色安全帽，脚穿黄色硬帽，分散在一块大型混凝土板上，部分人照料表面，另一些人则横穿其上。沿板边缘，钢筋条部分组装成框架。临时挡土墙支撑着两侧开挖的土方，而在远处，工业结构清晰可见于施工场地之外。	八名工人头戴橙色安全帽，脚穿黄色安全帽，分散在一块大型混凝土板上，部分人照料表面，另一些人则横穿其上。沿板边缘，钢筋条部分组装成框架。临时挡土墙支撑着两侧开挖的土方，而在远处，工业结构清晰可见于施工场地之外。
train-00005-of-00007.parquet#8223	reason_zh[0]	R2 硬帽→安全帽	右侧戴白色硬帽的工人位于蓝色挖掘机的操作半径内的盲点处。	右侧戴白色安全帽的工人位于蓝色挖掘机的操作半径内的盲点处。
train-00005-of-00007.parquet#8319	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽，而是戴了一顶草帽。	左侧的工人没有戴安全帽，而是戴了一顶草帽。
train-00005-of-00007.parquet#8398	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00005-of-00007.parquet#8442	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00005-of-00007.parquet#8451	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00005-of-00007.parquet#8536	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00005-of-00007.parquet#8558	caption_zh	R3 缩写展开(SUV)	画面中，两名人员正在建筑材料间行走，其中包括钢筋和木托盘，附近停着一辆黑色SUV。在画面中部，身穿红色安全背心的的工人正在一台黄色推土机和机械设备周围活动。背景中可见一座正在施工的大型建筑，带有脚手架和塔式起重机。	画面中，两名人员正在建筑材料间行走，其中包括钢筋和木托盘，附近停着一辆黑色运动型多用途汽车（SUV，Sport Utility Vehicle）。在画面中部，身穿红色安全背心的的工人正在一台黄色推土机和机械设备周围活动。背景中可见一座正在施工的大型建筑，带有脚手架和塔式起重机。
train-00005-of-00007.parquet#8558	reason_zh[0]	R2 硬帽→安全帽	中间那个人没戴硬帽。	中间那个人没戴安全帽。
train-00005-of-00007.parquet#8558	reason_zh[1]	R2 硬帽→安全帽	中间那个人没戴硬帽。	中间那个人没戴安全帽。
train-00005-of-00007.parquet#8574	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00005-of-00007.parquet#8595	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00005-of-00007.parquet#8597	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00005-of-00007.parquet#8621	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00005-of-00007.parquet#8624	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00005-of-00007.parquet#8647	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00005-of-00007.parquet#8808	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00005-of-00007.parquet#8877	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00005-of-00007.parquet#8944	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00005-of-00007.parquet#8948	reason_zh[0]	R2 硬帽→安全帽	左上方的工人穿着短裤，没有戴硬帽。	左上方的工人穿着短裤，没有戴安全帽。
train-00005-of-00007.parquet#8979	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00005-of-00007.parquet#8992	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00006-of-00007.parquet#9021	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00006-of-00007.parquet#9054	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00006-of-00007.parquet#9139	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00006-of-00007.parquet#9154	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00006-of-00007.parquet#9168	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00006-of-00007.parquet#9173	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00006-of-00007.parquet#9175	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00006-of-00007.parquet#9187	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00006-of-00007.parquet#9229	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00006-of-00007.parquet#9312	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00006-of-00007.parquet#9315	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00006-of-00007.parquet#9328	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00006-of-00007.parquet#9355	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00006-of-00007.parquet#9355	reason_zh[1]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00006-of-00007.parquet#9387	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00006-of-00007.parquet#9402	caption_zh	R2 硬帽→安全帽	图片显示一个建筑工地，五名工人穿着安全背心和硬帽子。两个工人站在大型钢筋网格结构的地面上，其中一个拿着软管，可能从事混凝土养护或清洁活动。现场周围散落着多堆建筑材料，包括钢筋和木托盘。挖掘现场被板状物包围，并且到处都有站立水。在背景中，有建筑物和蓝色围栏，表明建筑工地靠近一个发达区域。	图片显示一个建筑工地，五名工人穿着安全背心和安全帽。两个工人站在大型钢筋网格结构的地面上，其中一个拿着软管，可能从事混凝土养护或清洁活动。现场周围散落着多堆建筑材料，包括钢筋和木托盘。挖掘现场被板状物包围，并且到处都有站立水。在背景中，有建筑物和蓝色围栏，表明建筑工地靠近一个发达区域。
train-00006-of-00007.parquet#9499	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00006-of-00007.parquet#9580	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00006-of-00007.parquet#9622	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00006-of-00007.parquet#9630	reason_zh[0]	R2 硬帽→安全帽	中间的工人戴的是草帽，而不是硬帽。	中间的工人戴的是草帽，而不是安全帽。
train-00006-of-00007.parquet#9630	reason_zh[1]	R2 硬帽→安全帽	中间的工人戴的是草帽，而不是硬帽。	中间的工人戴的是草帽，而不是安全帽。
train-00006-of-00007.parquet#9665	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有戴硬帽。	中间的工人没有戴安全帽。
train-00006-of-00007.parquet#9675	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00006-of-00007.parquet#9676	reason_zh[0]	R2 硬帽→安全帽	中间的工人没有硬帽。	中间的工人没有安全帽。
train-00006-of-00007.parquet#9702	caption_zh	R2 硬帽→安全帽	图像显示，在紧邻一处建筑工地的铺装路面上，有四个人。其中三人站立着，似乎正在参与讨论或观察，而第四人则坐在一台带轮的设备上，该设备可能是一台抹光机或一辆手推车。这四个人全都穿着便服装，其中一人手里拿着一顶白色硬帽。	图像显示，在紧邻一处建筑工地的铺装路面上，有四个人。其中三人站立着，似乎正在参与讨论或观察，而第四人则坐在一台带轮的设备上，该设备可能是一台抹光机或一辆手推车。这四个人全都穿着便服装，其中一人手里拿着一顶白色安全帽。
train-00006-of-00007.parquet#9702	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00006-of-00007.parquet#9726	reason_zh[0]	R2 硬帽→安全帽	左侧的工人没有戴硬帽。	左侧的工人没有戴安全帽。
train-00006-of-00007.parquet#9911	caption_zh	拼写/断词	图片显示，九名个体聚集在一处建筑工地。其中八人佩戴安全帽，七顶为红色，一顶为黄色，他们似乎正在从第九人那里接收指示或信息，此人手持一张纸页。他们站在一条土路上，可见轮胎痕迹。在群体后方，有一台橙色挖掘机，其侧面印有“DOOSan”品牌标识。	图片显示，九名个体聚集在一处建筑工地。其中八人佩戴安全帽，七顶为红色，一顶为黄色，他们似乎正在从第九人那里接收指示或信息，此人手持一张纸页。他们站在一条土路上，可见轮胎痕迹。在群体后方，有一台橙色挖掘机，其侧面印有“Doosan”品牌标识。
train-00006-of-00007.parquet#9919	caption_zh	R3 缩写展开(SUV)	画面显示，在一条紧邻开挖区域（露出红土）的土路上有三个人。其中两人正在往一个白色袋子里装土，一人使用铁锹，另一人则在一旁观看。画面右侧停着一辆SUV，其车牌部分被遮挡。环境看起来是乡村，背景中有植被。	画面显示，在一条紧邻开挖区域（露出红土）的土路上有三个人。其中两人正在往一个白色袋子里装土，一人使用铁锹，另一人则在一旁观看。画面右侧停着一辆运动型多用途汽车（SUV，Sport Utility Vehicle），其车牌部分被遮挡。环境看起来是乡村，背景中有植被。
train-00006-of-00007.parquet#9919	reason_zh[0]	R2 硬帽→安全帽	没有工人戴着硬帽。右边的工人戴着草帽穿着短裤。	没有工人戴着安全帽。右边的工人戴着草帽穿着短裤。
train-00006-of-00007.parquet#9919	reason_zh[1]	R2 硬帽→安全帽	没有工人戴着硬帽。右边的工人戴着草帽穿着短裤。	没有工人戴着安全帽。右边的工人戴着草帽穿着短裤。
train-00006-of-00007.parquet#9919	reason_zh[2]	R2 硬帽→安全帽	没有工人戴着硬帽。右边的工人戴着草帽穿着短裤。	没有工人戴着安全帽。右边的工人戴着草帽穿着短裤。
train-00006-of-00007.parquet#9924	reason_zh[0]	R2 硬帽→安全帽	左下方的人没有戴硬帽。	左下方的人没有戴安全帽。
